DriverNumber,Driver,Team,LapNumber,LapTime,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,Position
14,1,1,18.0,76.84,2.0,20.136,36.258,20.446,200.0,189.0,255.0,274.0,0,3.0,False,False,7.0
14,1,1,19.0,77.226,2.0,20.33,36.465,20.431,196.0,187.0,255.0,276.0,0,4.0,False,False,6.0
14,1,1,20.0,77.267,2.0,20.228,36.52,20.519,201.0,187.0,255.0,274.0,0,5.0,False,False,6.0
14,1,1,21.0,77.921,2.0,20.283,36.918,20.72,197.0,183.0,244.0,261.0,0,6.0,False,False,6.0
14,1,1,22.0,78.938,2.0,20.88,37.036,21.022,196.0,173.0,242.0,261.0,0,7.0,False,False,6.0
14,1,1,23.0,77.947,2.0,20.61,36.735,20.602,195.0,183.0,242.0,260.0,0,8.0,False,False,6.0
14,1,1,24.0,77.748,2.0,20.681,36.586,20.481,194.0,184.0,242.0,259.0,0,9.0,False,False,6.0
14,1,1,25.0,77.685,2.0,20.514,36.74,20.431,196.0,183.0,249.0,253.0,0,10.0,False,False,6.0
14,1,1,26.0,76.293,2.0,19.94,36.112,20.241,205.0,191.0,250.0,269.0,0,11.0,False,False,6.0
14,1,1,27.0,76.744,2.0,20.041,36.452,20.251,198.0,188.0,247.0,262.0,0,12.0,False,False,6.0
14,1,1,28.0,76.414,2.0,20.113,36.177,20.124,195.0,189.0,246.0,261.0,0,13.0,False,False,6.0
14,1,1,29.0,76.279,2.0,20.058,36.094,20.127,204.0,189.0,247.0,263.0,0,14.0,False,False,6.0
14,1,1,30.0,77.307,2.0,20.46,36.17,20.677,205.0,190.0,250.0,262.0,0,15.0,False,False,6.0
14,1,1,31.0,76.142,2.0,20.187,35.973,19.982,204.0,190.0,251.0,263.0,0,16.0,False,False,6.0
14,1,1,32.0,76.088,2.0,19.874,35.834,20.38,205.0,193.0,252.0,269.0,0,17.0,False,False,6.0
14,1,1,33.0,75.823,2.0,19.826999999999998,35.918,20.078,197.0,193.0,251.0,265.0,0,18.0,False,False,6.0
14,1,1,34.0,77.347,2.0,21.152,36.128,20.067,200.0,190.0,252.0,270.0,0,19.0,False,False,6.0
14,1,1,35.0,76.024,2.0,19.912,35.979,20.133,207.0,191.0,253.0,268.0,0,20.0,False,False,6.0
14,1,1,36.0,76.2,2.0,19.973,36.032,20.195,208.0,193.0,252.0,271.0,0,21.0,False,False,6.0
16,11,2,1.0,84.481,1.0,20.229,37.212,21.765,187.0,181.0,253.0,269.0,1,1.0,True,False,2.0
16,11,2,2.0,104.769,1.0,34.191,44.995,25.583,111.0,174.0,157.0,236.0,1,2.0,True,True,2.0
16,11,2,3.0,108.805,1.0,31.019,49.594,28.192,156.0,152.0,202.0,238.0,1,3.0,True,False,2.0
16,11,2,4.0,101.248,1.0,31.076,48.358,21.814,148.0,99.0,262.0,239.0,1,4.0,True,True,2.0
16,11,2,5.0,78.801,1.0,20.597,37.317,20.887,196.0,186.0,254.0,273.0,1,5.0,True,True,2.0
16,11,2,6.0,79.267,1.0,20.621,37.804,20.842,195.0,184.0,254.0,271.0,1,6.0,True,False,2.0
16,11,2,7.0,78.656,1.0,20.633,37.281,20.742,197.0,185.0,254.0,273.0,1,7.0,True,True,2.0
16,11,2,8.0,77.99,1.0,20.357,36.978,20.655,196.0,189.0,254.0,273.0,1,8.0,True,True,2.0
16,11,2,9.0,81.212,1.0,20.351,39.971,20.89,197.0,179.0,256.0,271.0,1,9.0,True,False,2.0
16,11,2,10.0,79.912,1.0,20.059,38.874,20.979,203.0,188.0,263.0,264.0,1,10.0,True,False,2.0
16,11,2,11.0,79.89,1.0,20.125,39.049,20.716,202.0,185.0,262.0,235.0,1,11.0,True,False,2.0
16,11,2,12.0,76.439,1.0,20.313,35.908,20.218,198.0,191.0,257.0,275.0,1,12.0,True,True,2.0
16,11,2,13.0,76.207,1.0,19.961,36.049,20.197,204.0,192.0,256.0,275.0,1,13.0,True,True,2.0
16,11,2,14.0,76.63,1.0,20.011,36.164,20.455,203.0,190.0,255.0,275.0,1,14.0,True,False,2.0
16,11,2,15.0,76.042,1.0,19.885,35.894,20.263,206.0,193.0,255.0,276.0,1,15.0,True,True,2.0
16,11,2,16.0,75.743,1.0,19.822,35.824,20.097,197.0,193.0,256.0,277.0,1,16.0,True,True,2.0
16,11,2,17.0,75.268,1.0,19.763,35.624,19.881,205.0,194.0,257.0,276.0,1,17.0,True,True,2.0
16,11,2,18.0,74.821,1.0,19.559,35.385,19.877,209.0,194.0,257.0,277.0,1,18.0,True,True,2.0
16,11,2,19.0,75.516,1.0,19.547,35.916,20.053,207.0,190.0,258.0,278.0,1,19.0,True,False,1.0
16,11,2,20.0,74.807,1.0,19.437,35.334,20.036,210.0,194.0,258.0,279.0,1,20.0,True,True,1.0
16,11,2,21.0,75.782,1.0,19.631,36.113,20.038,197.0,191.0,258.0,279.0,1,21.0,True,False,1.0
16,11,2,22.0,92.412,1.0,19.607,36.094,36.711,204.0,188.0,259.0,280.0,1,22.0,True,False,3.0
16,11,2,23.0,80.099,2.0,23.227,36.554,20.318,192.0,188.0,256.0,276.0,0,1.0,True,False,3.0
16,11,2,24.0,76.02,2.0,19.794,36.084,20.142,204.0,192.0,257.0,276.0,0,2.0,True,False,3.0
16,11,2,25.0,74.618,2.0,19.451,35.251,19.916,211.0,194.0,257.0,277.0,0,3.0,True,True,3.0
16,11,2,26.0,74.714,2.0,19.421,35.402,19.891,210.0,194.0,257.0,278.0,0,4.0,True,False,3.0
16,11,2,27.0,74.819,2.0,19.384,35.463,19.972,209.0,193.0,258.0,278.0,0,5.0,True,False,3.0
16,11,2,28.0,74.849,2.0,19.425,35.519,19.905,197.0,194.0,259.0,279.0,0,6.0,True,False,2.0
